0;168
0;185
0;202
0;219
0;235
0;254
0;269
0;286
0;302
0;319
0;335
0;352
0;368
0;385
0;402
0;421
0;435
0;451
0;468
0;486
0;502
0;518
0;535
0;552
0;569
0;585
0;602
0;618
0;636
0;652
0;669
0;686
0;702
0;720
0;736
0;752
0;769
0;786
0;803
0;819
0;835
0;852
0;868
0;886
0;902
0;918
0;936
0;952
0;969
0;985
0;1001
0;1018
0;1036
0;1052
0;1068
0;1085
0;1101
0;1119
0;1135
0;1153
0;1168
0;1185
0;1202
0;1218
0;1236
0;1252
0;1269
0;1285
0;1302
0;1319
0;1335
0;1353
0;1369
0;1387
0;1402
0;1419
0;1435
0;1452
0;1469
0;1486
0;1502
0;1519
0;1535
0;1552
0;1568
0;1586
0;1602
0;1619
0;1636
0;1653
0;1669
0;1686
0;1702
0;1718
0;1735
0;1752
0;1769
0;1786
0;1801
0;1819
0;1835
0;1853
0;1868
0;1885
0;1902
0;1919
0;1936
0;1952
0;1969
0;1985
0;2002
0;2019
0;2035
0;2052
0;2069
0;2086
0;2102
0;2118
0;2135
0;2152
0;2169
0;2185
0;2202
0;2219
0;2235
0;2252
0;2268
0;2286
0;2302
0;2318
0;2335
0;2352
0;2369
0;2385
0;2403
0;2419
0;2435
0;2452
0;2469
0;2486
0;2502
0;2519
0;2535
0;2553
0;2569
0;2586
0;2603
0;2619
0;2636
0;2653
0;2669
0;2685
0;2703
0;2719
0;2736
0;2752
0;2769
0;2785
0;2802
0;2819
0;2835
0;2852
0;2869
0;2886
0;2902
0;2919
0;2936
0;2952
0;2968
0;2986
0;3002
0;3019
0;3036
0;3052
0;3069
0;3086
0;3102
0;3118
0;3136
0;3152
0;3169
0;3185
0;3204
0;3219
0;3236
386;3253
386;3269
386;3285
386;3303
386;3319
386;3335
386;3353
386;3369
386;3385
386;3403
386;3419
386;3435
386;3452
386;3469
386;3486
386;3502
386;3520
386;3536
386;3552
386;3568
386;3586
386;3602
386;3619
386;3636
386;3652
386;3669
386;3686
386;3702
386;3718
386;3736
0;3753
0;3769
0;3785
0;3802
0;3819
0;3836
0;3853
0;3869
0;3885
0;3903
0;3920
0;3936
0;3953
0;3970
0;3986
0;4003
0;4019
0;4036
0;4052
0;4069
0;4085
0;4103
0;4119
0;4135
0;4153
0;4169
0;4186
0;4202
0;4219
0;4236
0;4253
386;4269
386;4285
386;4303
386;4319
386;4335
386;4351
386;4369
386;4385
386;4401
386;4419
386;4437
386;4452
386;4469
386;4485
386;4503
386;4519
386;4536
386;4553
386;4569
386;4586
386;4603
386;4619
386;4635
386;4653
386;4669
386;4685
386;4703
386;4719
386;4736
0;4753
0;4769
0;4786
0;4802
0;4819
0;4835
0;4852
0;4868
0;4886
0;4902
0;4919
0;4935
0;4952
0;4969
0;4986
0;5002
0;5019
0;5036
0;5053
0;5069
0;5087
0;5102
0;5119
0;5136
0;5152
0;5169
0;5186
0;5203
0;5220
0;5236
0;5252
386;5269
386;5286
386;5302
386;5319
386;5336
386;5353
386;5369
386;5386
386;5402
386;5419
386;5436
386;5453
386;5469
386;5485
386;5502
386;5520
386;5536
386;5552
386;5569
386;5586
386;5603
386;5619
386;5636
386;5652
386;5670
386;5686
386;5702
386;5719
386;5736
386;5753
0;5769
0;5786
0;5803
0;5819
0;5836
0;5853
0;5869
0;5886
0;5903
0;5919
0;5935
0;5952
0;5968
0;5985
0;6003
0;6019
0;6036
0;6052
0;6070
0;6086
0;6102
0;6119
0;6137
0;6152
0;6169
0;6186
0;6203
0;6219
0;6236
0;6252
386;6269
386;6285
386;6303
386;6319
386;6336
386;6353
386;6369
386;6386
386;6402
386;6419
386;6436
386;6453
